path;dataset;arquivo;pessoa;genero;emocao;intensidade;duracao
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-l3.wav;verbo;rai-f1-l3.wav;f1;f;raiva;;2.8213605442176872
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-l4.wav;verbo;rai-f1-l4.wav;f1;f;raiva;;3.1893650793650794
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-l5.wav;verbo;rai-f1-l5.wav;f1;f;raiva;;2.2253061224489796
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-ns1.wav;verbo;rai-f1-ns1.wav;f1;f;raiva;;1.84
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-ns2.wav;verbo;rai-f1-ns2.wav;f1;f;raiva;;2.22859410430839
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-ns3.wav;verbo;rai-f1-ns3.wav;f1;f;raiva;;1.8093424036281178
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-ns4.wav;verbo;rai-f1-ns4.wav;f1;f;raiva;;2.852018140589569
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-ns5.wav;verbo;rai-f1-ns5.wav;f1;f;raiva;;3.7106802721088434
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-q1.wav;verbo;rai-f1-q1.wav;f1;f;raiva;;1.6866666666666668
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-q2.wav;verbo;rai-f1-q2.wav;f1;f;raiva;;1.9626666666666666
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-s1.wav;verbo;rai-f1-s1.wav;f1;f;raiva;;1.625328798185941
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/rai-f1-s2.wav;verbo;rai-f1-s2.wav;f1;f;raiva;;2.2386848072562358
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-l1.wav;verbo;sur-f1-l1.wav;f1;f;surpresa;;3.162721088435374
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-l2.wav;verbo;sur-f1-l2.wav;f1;f;surpresa;;3.8184353741496597
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-l3.wav;verbo;sur-f1-l3.wav;f1;f;surpresa;;3.6641496598639454
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-l4.wav;verbo;sur-f1-l4.wav;f1;f;surpresa;;3.7026984126984126
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-l5.wav;verbo;sur-f1-l5.wav;f1;f;surpresa;;2.8927437641723355
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-ns1.wav;verbo;sur-f1-ns1.wav;f1;f;surpresa;;2.4684807256235826
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-ns2.wav;verbo;sur-f1-ns2.wav;f1;f;surpresa;;3.1241723356009072
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-ns3.wav;verbo;sur-f1-ns3.wav;f1;f;surpresa;;2.27562358276644
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-ns4.wav;verbo;sur-f1-ns4.wav;f1;f;surpresa;;3.31702947845805
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-ns5.wav;verbo;sur-f1-ns5.wav;f1;f;surpresa;;5.476938775510204
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-q1.wav;verbo;sur-f1-q1.wav;f1;f;surpresa;;1.8127891156462586
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-q2.wav;verbo;sur-f1-q2.wav;f1;f;surpresa;;2.3527708333333335
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-s1.wav;verbo;sur-f1-s1.wav;f1;f;surpresa;;2.2370521541950112
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f1/sur-f1-s2.wav;verbo;sur-f1-s2.wav;f1;f;surpresa;;2.4684807256235826
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-l1.wav;verbo;ale-f2-l1.wav;f2;f;alegria;;2.41734693877551
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-l2.wav;verbo;ale-f2-l2.wav;f2;f;alegria;;3.754013605442177
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-l3.wav;verbo;ale-f2-l3.wav;f2;f;alegria;;2.971904761904762
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-l4.wav;verbo;ale-f2-l4.wav;f2;f;alegria;;2.886621315192744
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-l5.wav;verbo;ale-f2-l5.wav;f2;f;alegria;;2.2467120181405895
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-ns1.wav;verbo;ale-f2-ns1.wav;f2;f;alegria;;1.7916780045351475
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-ns2.wav;verbo;ale-f2-ns2.wav;f2;f;alegria;;2.6021995464852608
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-ns3.wav;verbo;ale-f2-ns3.wav;f2;f;alegria;;1.6352607709750566
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-ns4.wav;verbo;ale-f2-ns4.wav;f2;f;alegria;;2.602222222222222
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-ns5.wav;verbo;ale-f2-ns5.wav;f2;f;alegria;;3.483832199546485
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-q1.wav;verbo;ale-f2-q1.wav;f2;f;alegria;;1.7063492063492063
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-q2.wav;verbo;ale-f2-q2.wav;f2;f;alegria;;2.033424036281179
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-s1.wav;verbo;ale-f2-s1.wav;f2;f;alegria;;1.8058956916099773
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/ale-f2-s2.wav;verbo;ale-f2-s2.wav;f2;f;alegria;;2.21827664399093
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-l1.wav;verbo;med-f2-l1.wav;f2;f;medo;;1.9201587301587302
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-l2.wav;verbo;med-f2-l2.wav;f2;f;medo;;3.3819274376417234
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-l3.wav;verbo;med-f2-l3.wav;f2;f;medo;;3.2580725623582767
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-l4.wav;verbo;med-f2-l4.wav;f2;f;medo;;2.1679138321995466
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-l5.wav;verbo;med-f2-l5.wav;f2;f;medo;;2.118344671201814
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-ns1.wav;verbo;med-f2-ns1.wav;f2;f;medo;;1.5237414965986396
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-ns2.wav;verbo;med-f2-ns2.wav;f2;f;medo;;1.9696825396825397
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-ns3.wav;verbo;med-f2-ns3.wav;f2;f;medo;;1.536122448979592
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-ns4.wav;verbo;med-f2-ns4.wav;f2;f;medo;;2.279410430839002
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-ns5.wav;verbo;med-f2-ns5.wav;f2;f;medo;;2.7997052154195012
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-q1.wav;verbo;med-f2-q1.wav;f2;f;medo;;1.4246258503401361
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-q2.wav;verbo;med-f2-q2.wav;f2;f;medo;;1.9573015873015873
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-s1.wav;verbo;med-f2-s1.wav;f2;f;medo;;1.6228344671201813
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/med-f2-s2.wav;verbo;med-f2-s2.wav;f2;f;medo;;1.7962585034013605
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-l1.wav;verbo;rai-f2-l1.wav;f2;f;raiva;;2.3732879818594106
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-l2.wav;verbo;rai-f2-l2.wav;f2;f;raiva;;3.4237414965986392
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-l3.wav;verbo;rai-f2-l3.wav;f2;f;raiva;;2.7104761904761903
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-l4.wav;verbo;rai-f2-l4.wav;f2;f;raiva;;2.7104761904761903
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-l5.wav;verbo;rai-f2-l5.wav;f2;f;raiva;;2.204671201814059
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-ns1.wav;verbo;rai-f2-ns1.wav;f2;f;raiva;;1.4654648526077096
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-ns2.wav;verbo;rai-f2-ns2.wav;f2;f;raiva;;2.17875283446712
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-ns3.wav;verbo;rai-f2-ns3.wav;f2;f;raiva;;1.7248526077097506
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-ns4.wav;verbo;rai-f2-ns4.wav;f2;f;raiva;;2.32140589569161
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-ns5.wav;verbo;rai-f2-ns5.wav;f2;f;raiva;;3.0995238095238093
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-q1.wav;verbo;rai-f2-q1.wav;f2;f;raiva;;1.4136054421768707
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-q2.wav;verbo;rai-f2-q2.wav;f2;f;raiva;;2.1009297052154197
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-s1.wav;verbo;rai-f2-s1.wav;f2;f;raiva;;1.64702947845805
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/rai-f2-s2.wav;verbo;rai-f2-s2.wav;f2;f;raiva;;1.7767120181405895
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-l1.wav;verbo;sur-f2-l1.wav;f2;f;surpresa;;2.1347619047619046
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-l2.wav;verbo;sur-f2-l2.wav;f2;f;surpresa;;3.2766439909297054
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-l3.wav;verbo;sur-f2-l3.wav;f2;f;surpresa;;2.5443537414965984
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-l4.wav;verbo;sur-f2-l4.wav;f2;f;surpresa;;2.8422222222222224
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-l5.wav;verbo;sur-f2-l5.wav;f2;f;surpresa;;2.2312244897959186
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-ns1.wav;verbo;sur-f2-ns1.wav;f2;f;surpresa;;1.6631519274376416
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-ns2.wav;verbo;sur-f2-ns2.wav;f2;f;surpresa;;2.023061224489796
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-ns3.wav;verbo;sur-f2-ns3.wav;f2;f;surpresa;;1.5762585034013605
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-ns4.wav;verbo;sur-f2-ns4.wav;f2;f;surpresa;;2.320952380952381
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-ns5.wav;verbo;sur-f2-ns5.wav;f2;f;surpresa;;2.755374149659864
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-q1.wav;verbo;sur-f2-q1.wav;f2;f;surpresa;;1.3652607709750566
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-q2.wav;verbo;sur-f2-q2.wav;f2;f;surpresa;;1.8617233560090702
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-s1.wav;verbo;sur-f2-s1.wav;f2;f;surpresa;;1.377687074829932
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f2/sur-f2-s2.wav;verbo;sur-f2-s2.wav;f2;f;surpresa;;1.7996825396825398
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-l1.wav;verbo;ale-f3-l1.wav;f3;f;alegria;;2.2877097505668935
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-l2.wav;verbo;ale-f3-l2.wav;f3;f;alegria;;3.8605215419501135
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-l3.wav;verbo;ale-f3-l3.wav;f3;f;alegria;;2.872630385487528
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-l4.wav;verbo;ale-f3-l4.wav;f3;f;alegria;;2.9636281179138324
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-l5.wav;verbo;ale-f3-l5.wav;f3;f;alegria;;2.5606802721088435
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-ns1.wav;verbo;ale-f3-ns1.wav;f3;f;alegria;;1.8847619047619049
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-ns2.wav;verbo;ale-f3-ns2.wav;f3;f;alegria;;2.4826757369614514
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-ns3.wav;verbo;ale-f3-ns3.wav;f3;f;alegria;;1.728798185941043
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-ns4.wav;verbo;ale-f3-ns4.wav;f3;f;alegria;;2.573673469387755
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-ns5.wav;verbo;ale-f3-ns5.wav;f3;f;alegria;;2.846643990929705
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-q1.wav;verbo;ale-f3-q1.wav;f3;f;alegria;;1.4298185941043084
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-s1.wav;verbo;ale-f3-s1.wav;f3;f;alegria;;1.7417913832199547
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/ale-f3-s2.wav;verbo;ale-f3-s2.wav;f3;f;alegria;;1.6897732426303855
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-l1.wav;verbo;med-f3-l1.wav;f3;f;medo;;2.59421768707483
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-l2.wav;verbo;med-f3-l2.wav;f3;f;medo;;3.65421768707483
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-l3.wav;verbo;med-f3-l3.wav;f3;f;medo;;2.524489795918367
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-l4.wav;verbo;med-f3-l4.wav;f3;f;medo;;2.7197278911564626
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-l5.wav;verbo;med-f3-l5.wav;f3;f;medo;;2.189750566893424
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-ns1.wav;verbo;med-f3-ns1.wav;f3;f;medo;;1.7573696145124718
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-ns2.wav;verbo;med-f3-ns2.wav;f3;f;medo;;2.5244671201814057
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-ns3.wav;verbo;med-f3-ns3.wav;f3;f;medo;;1.7713151927437643
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-ns4.wav;verbo;med-f3-ns4.wav;f3;f;medo;;2.9847619047619047
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-ns5.wav;verbo;med-f3-ns5.wav;f3;f;medo;;3.0126303854875283
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-q1.wav;verbo;med-f3-q1.wav;f3;f;medo;;2.1618367346938774
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-s1.wav;verbo;med-f3-s1.wav;f3;f;medo;;1.8689569160997732
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/med-f3-s2.wav;verbo;med-f3-s2.wav;f3;f;medo;;1.6876190476190476
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-l1.wav;verbo;rai-f3-l1.wav;f3;f;raiva;;2.2224263038548755
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-l2.wav;verbo;rai-f3-l2.wav;f3;f;raiva;;3.494126984126984
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-l3.wav;verbo;rai-f3-l3.wav;f3;f;raiva;;2.395283446712018
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-l4.wav;verbo;rai-f3-l4.wav;f3;f;raiva;;2.2347619047619047
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-l5.wav;verbo;rai-f3-l5.wav;f3;f;raiva;;2.3952607709750566
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-ns1.wav;verbo;rai-f3-ns1.wav;f3;f;raiva;;2.0372108843537413
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-ns2.wav;verbo;rai-f3-ns2.wav;f3;f;raiva;;2.6545578231292515
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-ns3.wav;verbo;rai-f3-ns3.wav;f3;f;raiva;;1.7408843537414966
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-ns4.wav;verbo;rai-f3-ns4.wav;f3;f;raiva;;2.5434240362811793
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-ns5.wav;verbo;rai-f3-ns5.wav;f3;f;raiva;;2.8644444444444446
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-q1.wav;verbo;rai-f3-q1.wav;f3;f;raiva;;1.4692743764172336
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-s1.wav;verbo;rai-f3-s1.wav;f3;f;raiva;;1.5680272108843538
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/rai-f3-s2.wav;verbo;rai-f3-s2.wav;f3;f;raiva;;2.0372108843537413
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-l1.wav;verbo;sur-f3-l1.wav;f3;f;surpresa;;2.02421768707483
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-l2.wav;verbo;sur-f3-l2.wav;f3;f;surpresa;;3.426621315192744
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-l3.wav;verbo;sur-f3-l3.wav;f3;f;surpresa;;2.8444897959183675
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-l4.wav;verbo;sur-f3-l4.wav;f3;f;surpresa;;3.3736961451247165
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-l5.wav;verbo;sur-f3-l5.wav;f3;f;surpresa;;2.4211337868480727
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-ns1.wav;verbo;sur-f3-ns1.wav;f3;f;surpresa;;2.275578231292517
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-ns2.wav;verbo;sur-f3-ns2.wav;f3;f;surpresa;;2.4079138321995464
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-ns3.wav;verbo;sur-f3-ns3.wav;f3;f;surpresa;;1.6405442176870748
/media/hbrandao/STORAGE_HDD_1TB/PPGI/VERBO/Audios/f3/sur-f3-ns4.wav;verbo;sur-f3-ns4.wav;f3;f;surpresa;;2.4343537414965986
